customer_id,rating,rating_date,movie_id,release_year,title,rating_year,set,release_era,avg_rating_of_similar_customers,number_of_similar_customers,rating_x_era_avg
701514,3,2004-09-06,586,1995,Shanghai Triad,2004,validation,90s and 2000s,3.5,2.0,3.261954261954262
1379923,3,2004-03-30,1132,1994,Romeo is Bleeding,2004,validation,90s and 2000s,3.0,3.0,3.261954261954262
928691,4,2004-03-13,1132,1994,Romeo is Bleeding,2004,validation,90s and 2000s,3.0,3.0,3.261954261954262
2509293,2,2004-07-19,1132,1994,Romeo is Bleeding,2004,validation,90s and 2000s,2.5,2.0,2.5
29000,3,2004-06-28,1132,1994,Romeo is Bleeding,2004,validation,90s and 2000s,3.6666666666666665,3.0,3.261954261954262
266320,2,2004-06-04,1132,1994,Romeo is Bleeding,2004,validation,90s and 2000s,3.4,5.0,3.261954261954262
2468881,1,2004-08-06,1132,1994,Romeo is Bleeding,2004,validation,90s and 2000s,3.3333333333333335,6.0,3.261954261954262
778615,3,2003-02-16,1132,1994,Romeo is Bleeding,2003,training,90s and 2000s,4.5,2.0,2.0
486255,5,2004-06-05,1132,1994,Romeo is Bleeding,2004,validation,90s and 2000s,3.261954261954262,0.0,3.261954261954262
2426587,3,2004-08-31,1132,1994,Romeo is Bleeding,2004,validation,90s and 2000s,3.0,2.0,3.261954261954262
1381258,3,2004-06-30,1132,1994,Romeo is Bleeding,2004,validation,90s and 2000s,3.261954261954262,0.0,3.261954261954262
1193468,4,2004-01-03,1132,1994,Romeo is Bleeding,2004,validation,90s and 2000s,3.6666666666666665,3.0,4.0
522520,3,2004-06-25,1132,1994,Romeo is Bleeding,2004,validation,90s and 2000s,2.0,2.0,3.261954261954262
2577383,2,2004-11-30,1132,1994,Romeo is Bleeding,2004,validation,90s and 2000s,3.261954261954262,0.0,3.261954261954262
697045,4,2004-03-27,1132,1994,Romeo is Bleeding,2004,validation,90s and 2000s,3.261954261954262,0.0,3.261954261954262
2530071,2,2004-06-14,1132,1994,Romeo is Bleeding,2004,validation,90s and 2000s,3.25,4.0,3.261954261954262
428750,4,2004-05-13,1132,1994,Romeo is Bleeding,2004,validation,90s and 2000s,4.0,2.0,5.0
1597736,3,2002-12-09,1132,1994,Romeo is Bleeding,2002,training,90s and 2000s,3.75,4.0,3.0
1793530,3,2002-06-24,1132,1994,Romeo is Bleeding,2002,training,90s and 2000s,3.6666666666666665,6.0,3.0
2555117,4,2004-06-06,1132,1994,Romeo is Bleeding,2004,validation,90s and 2000s,3.261954261954262,0.0,3.261954261954262
62753,2,2004-12-23,1132,1994,Romeo is Bleeding,2004,validation,90s and 2000s,3.5,6.0,3.261954261954262
2496561,5,2003-11-16,1132,1994,Romeo is Bleeding,2003,training,90s and 2000s,3.3333333333333335,3.0,3.261954261954262
881355,5,2003-12-25,1132,1994,Romeo is Bleeding,2003,training,90s and 2000s,3.0,3.0,2.5
541376,3,2004-12-16,1132,1994,Romeo is Bleeding,2004,validation,90s and 2000s,4.0,2.0,3.0
2621201,4,2004-06-23,1132,1994,Romeo is Bleeding,2004,validation,90s and 2000s,3.0,1.0,3.261954261954262
662832,5,2003-05-31,1132,1994,Romeo is Bleeding,2003,training,90s and 2000s,3.25,4.0,2.0
1494821,3,2004-10-21,1132,1994,Romeo is Bleeding,2004,validation,90s and 2000s,3.0,3.0,3.261954261954262
2012052,4,2004-08-08,1132,1994,Romeo is Bleeding,2004,validation,90s and 2000s,3.0,3.0,3.261954261954262
60706,3,2004-07-14,1132,1994,Romeo is Bleeding,2004,validation,90s and 2000s,4.25,4.0,2.0
467083,4,2004-09-07,1132,1994,Romeo is Bleeding,2004,validation,90s and 2000s,4.0,2.0,2.0
332300,4,2003-08-01,1132,1994,Romeo is Bleeding,2003,training,90s and 2000s,3.5,4.0,3.261954261954262
37362,2,2004-12-08,1132,1994,Romeo is Bleeding,2004,validation,90s and 2000s,2.0,2.0,3.261954261954262
1865396,4,2003-06-23,1132,1994,Romeo is Bleeding,2003,training,90s and 2000s,3.3333333333333335,3.0,3.0
781676,3,2002-10-01,1132,1994,Romeo is Bleeding,2002,training,90s and 2000s,2.0,1.0,4.0
1987190,2,2003-05-07,1132,1994,Romeo is Bleeding,2003,training,90s and 2000s,2.0,1.0,4.0
2427965,3,2003-08-04,1132,1994,Romeo is Bleeding,2003,training,90s and 2000s,3.0,2.0,3.0
1753194,3,2003-05-03,1132,1994,Romeo is Bleeding,2003,training,90s and 2000s,3.75,4.0,3.0
1434786,3,2003-09-24,1132,1994,Romeo is Bleeding,2003,training,90s and 2000s,2.5,2.0,3.0
1766693,5,2004-08-23,1132,1994,Romeo is Bleeding,2004,validation,90s and 2000s,4.0,3.0,3.261954261954262
761379,3,2002-05-23,1132,1994,Romeo is Bleeding,2002,training,90s and 2000s,3.0,2.0,3.0
2126215,3,2004-01-30,1132,1994,Romeo is Bleeding,2004,validation,90s and 2000s,4.0,2.0,3.261954261954262
1184111,5,2004-05-21,1132,1994,Romeo is Bleeding,2004,validation,90s and 2000s,3.261954261954262,0.0,3.261954261954262
1807774,5,2004-08-25,1132,1994,Romeo is Bleeding,2004,validation,90s and 2000s,3.5,2.0,3.0
2613200,3,2004-08-11,1132,1994,Romeo is Bleeding,2004,validation,90s and 2000s,3.261954261954262,0.0,3.261954261954262
749139,4,2003-05-13,1132,1994,Romeo is Bleeding,2003,training,90s and 2000s,4.0,2.0,3.261954261954262
2361556,3,2004-09-09,1132,1994,Romeo is Bleeding,2004,validation,90s and 2000s,3.6,5.0,3.0
1440251,2,2004-08-23,1132,1994,Romeo is Bleeding,2004,validation,90s and 2000s,3.261954261954262,0.0,3.261954261954262
1663216,3,2004-09-16,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.0,8.0,3.0
2648502,5,2003-07-10,2505,1962,Birdman of Alcatraz,2003,training,<1970,3.6363636363636362,11.0,4.0
2213550,4,2004-06-22,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.8,5.0,3.261954261954262
1113647,5,2004-06-27,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.261954261954262,0.0,3.261954261954262
800136,3,2002-09-07,2505,1962,Birdman of Alcatraz,2002,training,<1970,3.2857142857142856,7.0,3.0
65841,3,2004-09-09,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.261954261954262,0.0,3.261954261954262
1489566,3,2004-04-03,2505,1962,Birdman of Alcatraz,2004,validation,<1970,4.333333333333333,3.0,3.261954261954262
1620201,3,2004-06-25,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.857142857142857,7.0,3.261954261954262
2251582,2,2004-02-14,2505,1962,Birdman of Alcatraz,2004,validation,<1970,4.0,3.0,3.261954261954262
870045,4,2004-11-16,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.5,2.0,3.261954261954262
493587,2,2004-10-06,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.857142857142857,14.0,3.261954261954262
2601604,3,2002-11-20,2505,1962,Birdman of Alcatraz,2002,training,<1970,3.5,2.0,3.261954261954262
1302842,4,2003-09-30,2505,1962,Birdman of Alcatraz,2003,training,<1970,3.4444444444444446,9.0,3.5
1866424,4,2004-01-25,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.261954261954262,0.0,3.261954261954262
1410683,2,2002-04-29,2505,1962,Birdman of Alcatraz,2002,training,<1970,3.2222222222222223,9.0,3.0
1486636,4,2004-06-20,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.75,4.0,3.261954261954262
1707271,3,2004-03-09,2505,1962,Birdman of Alcatraz,2004,validation,<1970,4.0,1.0,3.261954261954262
2482831,3,2003-10-27,2505,1962,Birdman of Alcatraz,2003,training,<1970,3.7777777777777777,9.0,4.0
706832,5,2004-01-16,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.2857142857142856,7.0,3.261954261954262
240869,3,2004-09-04,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.0,9.0,3.261954261954262
1337153,4,2004-09-08,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.0,7.0,3.261954261954262
1375430,3,2004-07-05,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.0,1.0,3.261954261954262
2452906,4,2003-04-20,2505,1962,Birdman of Alcatraz,2003,training,<1970,4.0,2.0,5.0
1936110,3,2004-10-23,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.4285714285714284,14.0,3.0
2065164,4,2004-12-04,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.261954261954262,0.0,3.261954261954262
1123324,5,2004-11-11,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.2,5.0,3.261954261954262
2568738,4,2004-12-28,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.0,1.0,3.261954261954262
1135948,3,2002-07-07,2505,1962,Birdman of Alcatraz,2002,training,<1970,4.166666666666667,6.0,5.0
965095,4,2003-10-10,2505,1962,Birdman of Alcatraz,2003,training,<1970,3.6666666666666665,3.0,3.261954261954262
2621201,2,2001-11-11,2505,1962,Birdman of Alcatraz,2001,training,<1970,3.4,5.0,3.261954261954262
662832,4,2002-05-02,2505,1962,Birdman of Alcatraz,2002,training,<1970,3.3333333333333335,6.0,3.261954261954262
2278186,4,2004-02-23,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.888888888888889,9.0,4.0
2012052,3,2004-02-18,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.3846153846153846,13.0,3.261954261954262
18907,2,2002-09-23,2505,1962,Birdman of Alcatraz,2002,training,<1970,3.75,4.0,3.261954261954262
2104457,3,2004-06-03,2505,1962,Birdman of Alcatraz,2004,validation,<1970,4.0,5.0,3.261954261954262
1132764,3,2003-09-12,2505,1962,Birdman of Alcatraz,2003,training,<1970,3.5,4.0,3.261954261954262
158266,4,2004-05-17,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.261954261954262,0.0,3.261954261954262
2059197,4,2004-10-09,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.5,4.0,3.261954261954262
1753001,1,2002-10-15,2505,1962,Birdman of Alcatraz,2002,training,<1970,4.0,3.0,3.261954261954262
184888,4,2002-04-29,2505,1962,Birdman of Alcatraz,2002,training,<1970,3.3076923076923075,13.0,3.0
200734,5,2004-12-13,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.261954261954262,0.0,3.261954261954262
320939,4,2003-10-06,2505,1962,Birdman of Alcatraz,2003,training,<1970,4.0,6.0,3.261954261954262
762835,4,2004-07-07,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.625,8.0,3.261954261954262
680045,4,2004-07-23,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.5,4.0,3.261954261954262
901269,3,2002-09-05,2505,1962,Birdman of Alcatraz,2002,training,<1970,3.272727272727273,11.0,3.0
1345636,3,2003-05-20,2505,1962,Birdman of Alcatraz,2003,training,<1970,3.261954261954262,0.0,3.261954261954262
314656,5,2003-09-14,2505,1962,Birdman of Alcatraz,2003,training,<1970,3.5,2.0,5.0
1480900,4,2003-04-15,2505,1962,Birdman of Alcatraz,2003,training,<1970,3.533333333333333,15.0,3.261954261954262
2126379,4,2004-10-25,2505,1962,Birdman of Alcatraz,2004,validation,<1970,4.0,2.0,3.261954261954262
1766693,5,2004-08-23,2505,1962,Birdman of Alcatraz,2004,validation,<1970,4.0,1.0,3.261954261954262
685687,3,2002-11-20,2505,1962,Birdman of Alcatraz,2002,training,<1970,3.4,5.0,3.261954261954262
1175759,4,2004-10-18,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.261954261954262,0.0,3.261954261954262
1534444,3,2004-01-19,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.0,1.0,3.261954261954262
1383426,5,2004-11-23,2505,1962,Birdman of Alcatraz,2004,validation,<1970,4.0,1.0,3.261954261954262
761379,3,2002-05-07,2505,1962,Birdman of Alcatraz,2002,training,<1970,3.8,10.0,3.0
2185643,4,2003-04-20,2505,1962,Birdman of Alcatraz,2003,training,<1970,3.261954261954262,0.0,3.261954261954262
2330519,4,2004-06-07,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.261954261954262,0.0,3.261954261954262
1444287,5,2002-09-25,2505,1962,Birdman of Alcatraz,2002,training,<1970,2.6666666666666665,3.0,3.261954261954262
932047,3,2004-01-25,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.6666666666666665,3.0,4.0
1565175,2,2004-08-15,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.75,4.0,3.261954261954262
1889646,2,2003-09-11,2505,1962,Birdman of Alcatraz,2003,training,<1970,5.0,1.0,3.261954261954262
460500,3,2003-08-17,2505,1962,Birdman of Alcatraz,2003,training,<1970,2.5,2.0,3.261954261954262
885386,3,2004-10-06,2505,1962,Birdman of Alcatraz,2004,validation,<1970,4.0,4.0,3.261954261954262
2597973,3,2004-11-24,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.261954261954262,0.0,3.261954261954262
1547747,4,2004-07-19,2505,1962,Birdman of Alcatraz,2004,validation,<1970,4.2,5.0,3.261954261954262
2648869,3,2004-01-19,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.261954261954262,0.0,3.261954261954262
352002,4,2004-07-20,2505,1962,Birdman of Alcatraz,2004,validation,<1970,4.0,3.0,3.261954261954262
617493,3,2002-09-12,2505,1962,Birdman of Alcatraz,2002,training,<1970,4.0,2.0,3.0
121229,3,2004-09-12,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.1818181818181817,11.0,3.261954261954262
1437372,3,2004-09-27,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.5,4.0,3.261954261954262
749139,4,2004-07-12,2505,1962,Birdman of Alcatraz,2004,validation,<1970,4.0,1.0,3.261954261954262
1872828,5,2004-05-29,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.261954261954262,0.0,3.261954261954262
1267805,3,2002-01-05,2505,1962,Birdman of Alcatraz,2002,training,<1970,3.4285714285714284,7.0,3.0
2399157,4,2004-05-28,2505,1962,Birdman of Alcatraz,2004,validation,<1970,2.0,1.0,3.261954261954262
576751,3,2003-07-30,2505,1962,Birdman of Alcatraz,2003,training,<1970,4.0,2.0,3.261954261954262
862252,4,2003-06-05,2505,1962,Birdman of Alcatraz,2003,training,<1970,4.0,1.0,3.261954261954262
2361556,4,2003-10-12,2505,1962,Birdman of Alcatraz,2003,training,<1970,3.6153846153846154,13.0,3.261954261954262
1790903,4,2004-02-25,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.6363636363636362,11.0,3.261954261954262
1940143,5,2004-08-30,2505,1962,Birdman of Alcatraz,2004,validation,<1970,4.0,6.0,3.261954261954262
586517,4,2004-11-03,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.0,7.0,3.261954261954262
517188,3,2004-10-18,2505,1962,Birdman of Alcatraz,2004,validation,<1970,3.2857142857142856,14.0,3.261954261954262
510438,5,2002-11-01,2505,1962,Birdman of Alcatraz,2002,training,<1970,3.6666666666666665,6.0,4.0
335938,3,2003-10-10,2505,1962,Birdman of Alcatraz,2003,training,<1970,3.7,10.0,4.0
716091,5,2000-01-08,5231,1927,The General (Silent),2000,training,<1970,4.8,5.0,3.261954261954262
1663216,3,2003-02-12,5231,1927,The General (Silent),2003,training,<1970,3.0,1.0,3.0
2482518,4,2003-09-22,5231,1927,The General (Silent),2003,training,<1970,3.261954261954262,0.0,3.261954261954262
1192830,3,2000-02-14,5231,1927,The General (Silent),2000,training,<1970,3.261954261954262,0.0,3.261954261954262
2242958,5,2001-10-08,5231,1927,The General (Silent),2001,training,<1970,3.261954261954262,0.0,4.0
343283,5,2001-08-17,5231,1927,The General (Silent),2001,training,<1970,4.0,1.0,3.261954261954262
2072798,5,2004-12-03,5231,1927,The General (Silent),2004,validation,<1970,3.261954261954262,0.0,3.261954261954262
1927703,5,2004-01-14,5231,1927,The General (Silent),2004,validation,<1970,3.261954261954262,0.0,3.261954261954262
1965252,3,2000-03-07,5231,1927,The General (Silent),2000,training,<1970,4.5,2.0,3.261954261954262
780532,4,2002-01-30,5231,1927,The General (Silent),2002,training,<1970,3.261954261954262,0.0,3.261954261954262
681107,1,2004-12-26,5231,1927,The General (Silent),2004,validation,<1970,3.261954261954262,0.0,3.261954261954262
1939029,4,2004-01-10,5231,1927,The General (Silent),2004,validation,<1970,3.261954261954262,0.0,3.261954261954262
775794,5,2000-09-22,5231,1927,The General (Silent),2000,training,<1970,5.0,1.0,3.261954261954262
1483251,5,2004-04-06,5231,1927,The General (Silent),2004,validation,<1970,4.0,1.0,3.261954261954262
813424,2,2004-10-10,5231,1927,The General (Silent),2004,validation,<1970,3.0,1.0,3.261954261954262
1846681,5,2004-12-14,5231,1927,The General (Silent),2004,validation,<1970,3.261954261954262,0.0,3.261954261954262
2104457,4,2004-05-07,5231,1927,The General (Silent),2004,validation,<1970,4.6,5.0,3.261954261954262
1579906,3,2004-10-22,5231,1927,The General (Silent),2004,validation,<1970,5.0,1.0,3.261954261954262
177104,5,2004-09-08,5231,1927,The General (Silent),2004,validation,<1970,3.261954261954262,0.0,3.261954261954262
2464456,5,2003-03-31,5231,1927,The General (Silent),2003,training,<1970,3.261954261954262,0.0,3.261954261954262
138106,4,2003-06-29,5231,1927,The General (Silent),2003,training,<1970,5.0,1.0,3.261954261954262
2642403,5,2004-10-22,5231,1927,The General (Silent),2004,validation,<1970,5.0,1.0,3.261954261954262
876783,4,2001-11-22,5231,1927,The General (Silent),2001,training,<1970,5.0,1.0,3.261954261954262
487236,4,2004-07-13,5231,1927,The General (Silent),2004,validation,<1970,5.0,3.0,3.261954261954262
1175759,4,2004-10-18,5231,1927,The General (Silent),2004,validation,<1970,3.261954261954262,0.0,3.261954261954262
1945863,4,2004-10-26,5231,1927,The General (Silent),2004,validation,<1970,3.0,1.0,3.261954261954262
1122711,3,2004-08-18,5231,1927,The General (Silent),2004,validation,<1970,3.0,1.0,3.261954261954262
1642316,4,2004-11-04,5231,1927,The General (Silent),2004,validation,<1970,5.0,4.0,3.261954261954262
2357527,5,2004-11-17,5231,1927,The General (Silent),2004,validation,<1970,5.0,1.0,3.261954261954262
10679,3,2004-12-15,5231,1927,The General (Silent),2004,validation,<1970,3.261954261954262,0.0,3.261954261954262
1008039,5,2003-10-05,5231,1927,The General (Silent),2003,training,<1970,3.261954261954262,0.0,3.261954261954262
1432044,4,2004-10-21,5231,1927,The General (Silent),2004,validation,<1970,5.0,1.0,3.261954261954262
617493,3,2002-11-28,5231,1927,The General (Silent),2002,training,<1970,3.261954261954262,0.0,3.0
1565425,4,2004-03-08,5231,1927,The General (Silent),2004,validation,<1970,3.261954261954262,0.0,3.261954261954262
841955,4,2004-03-01,5231,1927,The General (Silent),2004,validation,<1970,3.261954261954262,0.0,3.261954261954262
191869,5,2001-03-14,5231,1927,The General (Silent),2001,training,<1970,4.25,4.0,4.0
1940143,5,2004-07-01,5231,1927,The General (Silent),2004,validation,<1970,3.261954261954262,0.0,3.261954261954262
954111,4,2004-04-27,5231,1927,The General (Silent),2004,validation,<1970,4.0,3.0,3.261954261954262
1451923,5,2001-06-01,5231,1927,The General (Silent),2001,training,<1970,5.0,2.0,3.261954261954262
705603,4,2003-09-24,5488,1977,Kentucky Fried Movie,2003,training,70s and 80s,3.1818181818181817,11.0,3.5
1863499,4,2004-08-28,5488,1977,Kentucky Fried Movie,2004,validation,70s and 80s,3.5,8.0,3.261954261954262
928691,3,2004-05-20,5488,1977,Kentucky Fried Movie,2004,validation,70s and 80s,3.6,10.0,3.261954261954262
958125,2,2004-03-08,5488,1977,Kentucky Fried Movie,2004,validation,70s and 80s,3.3333333333333335,9.0,3.261954261954262
2509293,2,2003-12-29,5488,1977,Kentucky Fried Movie,2003,training,70s and 80s,2.0,1.0,3.261954261954262
152583,2,2004-10-23,5488,1977,Kentucky Fried Movie,2004,validation,70s and 80s,2.857142857142857,7.0,3.261954261954262
343283,4,2003-12-30,5488,1977,Kentucky Fried Movie,2003,training,70s and 80s,2.3333333333333335,3.0,4.0
1716677,5,2002-08-13,5488,1977,Kentucky Fried Movie,2002,training,70s and 80s,3.75,4.0,3.261954261954262
2205734,4,2003-09-10,5488,1977,Kentucky Fried Movie,2003,training,70s and 80s,3.261954261954262,0.0,3.261954261954262
755320,5,2003-03-11,5488,1977,Kentucky Fried Movie,2003,training,70s and 80s,2.8,5.0,3.261954261954262
1734270,2,2003-01-05,5488,1977,Kentucky Fried Movie,2003,training,70s and 80s,2.6666666666666665,3.0,3.261954261954262
1430920,4,2004-10-25,5488,1977,Kentucky Fried Movie,2004,validation,70s and 80s,2.6666666666666665,3.0,3.261954261954262
2426587,3,2004-11-23,5488,1977,Kentucky Fried Movie,2004,validation,70s and 80s,3.5,2.0,3.261954261954262
1381258,1,2004-06-30,5488,1977,Kentucky Fried Movie,2004,validation,70s and 80s,3.75,4.0,3.261954261954262
1965252,3,2000-08-16,5488,1977,Kentucky Fried Movie,2000,training,70s and 80s,3.261954261954262,0.0,3.261954261954262
1516909,3,2004-08-06,5488,1977,Kentucky Fried Movie,2004,validation,70s and 80s,3.3333333333333335,3.0,3.261954261954262
522520,2,2004-06-25,5488,1977,Kentucky Fried Movie,2004,validation,70s and 80s,3.3333333333333335,3.0,3.261954261954262
2482831,3,2004-09-28,5488,1977,Kentucky Fried Movie,2004,validation,70s and 80s,2.6666666666666665,3.0,3.261954261954262
314635,4,2003-07-08,5488,1977,Kentucky Fried Movie,2003,training,70s and 80s,3.2,5.0,3.5
1597736,3,2002-10-29,5488,1977,Kentucky Fried Movie,2002,training,70s and 80s,2.8,5.0,2.5
1793530,4,2002-07-25,5488,1977,Kentucky Fried Movie,2002,training,70s and 80s,2.6,5.0,3.261954261954262
148371,2,2000-10-24,5488,1977,Kentucky Fried Movie,2000,training,70s and 80s,2.4,5.0,3.0
1161256,4,2001-01-23,5488,1977,Kentucky Fried Movie,2001,training,70s and 80s,3.0,6.0,3.0
2496561,3,2004-05-08,5488,1977,Kentucky Fried Movie,2004,validation,70s and 80s,3.0,2.0,3.261954261954262
2202057,4,2003-06-29,5488,1977,Kentucky Fried Movie,2003,training,70s and 80s,2.0,1.0,5.0
369756,2,2002-10-30,5488,1977,Kentucky Fried Movie,2002,training,70s and 80s,3.3333333333333335,3.0,3.5
403620,2,2004-07-10,5488,1977,Kentucky Fried Movie,2004,validation,70s and 80s,3.261954261954262,0.0,3.261954261954262
18907,1,2002-08-02,5488,1977,Kentucky Fried Movie,2002,training,70s and 80s,4.0,3.0,3.261954261954262
60706,3,2003-05-20,5488,1977,Kentucky Fried Movie,2003,training,70s and 80s,3.0,4.0,3.261954261954262
1973114,2,2001-01-10,5488,1977,Kentucky Fried Movie,2001,training,70s and 80s,3.0,3.0,3.261954261954262
467083,1,2004-09-07,5488,1977,Kentucky Fried Movie,2004,validation,70s and 80s,4.0,2.0,3.261954261954262
332300,4,2003-04-02,5488,1977,Kentucky Fried Movie,2003,training,70s and 80s,2.5,6.0,1.5
1753001,3,2002-10-15,5488,1977,Kentucky Fried Movie,2002,training,70s and 80s,3.261954261954262,0.0,3.261954261954262
2000,4,2004-05-05,5488,1977,Kentucky Fried Movie,2004,validation,70s and 80s,2.4285714285714284,7.0,3.261954261954262
2440182,4,2003-03-09,5488,1977,Kentucky Fried Movie,2003,training,70s and 80s,3.261954261954262,0.0,3.261954261954262
184888,2,2002-07-13,5488,1977,Kentucky Fried Movie,2002,training,70s and 80s,2.6666666666666665,6.0,4.0
2285967,3,2004-07-02,5488,1977,Kentucky Fried Movie,2004,validation,70s and 80s,3.261954261954262,0.0,3.261954261954262
37362,2,2004-12-08,5488,1977,Kentucky Fried Movie,2004,validation,70s and 80s,2.0,1.0,3.261954261954262
193303,2,2004-02-09,5488,1977,Kentucky Fried Movie,2004,validation,70s and 80s,3.6,5.0,2.0
2011043,3,2003-02-13,5488,1977,Kentucky Fried Movie,2003,training,70s and 80s,4.25,4.0,3.261954261954262
2139217,2,2004-11-08,5488,1977,Kentucky Fried Movie,2004,validation,70s and 80s,2.0,2.0,3.261954261954262
902622,5,2004-04-20,5488,1977,Kentucky Fried Movie,2004,validation,70s and 80s,2.5,2.0,3.261954261954262
294112,4,2004-05-26,5488,1977,Kentucky Fried Movie,2004,validation,70s and 80s,3.0,7.0,3.261954261954262
1987190,2,2002-11-03,5488,1977,Kentucky Fried Movie,2002,training,70s and 80s,3.261954261954262,0.0,3.261954261954262
2176304,4,2004-06-06,5488,1977,Kentucky Fried Movie,2004,validation,70s and 80s,3.5714285714285716,7.0,3.261954261954262
1988375,2,2004-04-21,5488,1977,Kentucky Fried Movie,2004,validation,70s and 80s,3.2,5.0,3.261954261954262
1480900,3,2002-10-10,5488,1977,Kentucky Fried Movie,2002,training,70s and 80s,3.0,9.0,3.0
1357531,2,2004-03-12,5488,1977,Kentucky Fried Movie,2004,validation,70s and 80s,2.6666666666666665,3.0,3.261954261954262
876783,4,2002-08-29,5488,1977,Kentucky Fried Movie,2002,training,70s and 80s,3.261954261954262,0.0,3.261954261954262
1476852,3,2004-03-30,5488,1977,Kentucky Fried Movie,2004,validation,70s and 80s,2.0,1.0,3.261954261954262
2167703,5,2003-12-24,5488,1977,Kentucky Fried Movie,2003,training,70s and 80s,3.6666666666666665,3.0,3.261954261954262
1839542,4,2003-03-19,5488,1977,Kentucky Fried Movie,2003,training,70s and 80s,3.0,3.0,1.5
